,price,brand,model,year,mileage,color,state
1405,11300,nissan,sentra,2019,26930.0,gray,minnesota
1406,10700,nissan,sentra,2019,40839.0,black,minnesota
1407,16000,nissan,rogue,2018,44732.0,no_color,south carolina
1408,16600,nissan,rogue,2019,19292.0,white,minnesota
1409,15800,nissan,sport,2019,24155.0,gray,minnesota
1410,11600,nissan,sentra,2019,33369.0,black,minnesota
1411,15000,nissan,rogue,2017,28918.0,red,virginia
1412,17600,nissan,rogue,2019,21623.0,blue,minnesota
1413,15600,nissan,sport,2019,26406.0,silver,minnesota
1414,16600,nissan,rogue,2019,19182.0,black,minnesota
1415,12600,nissan,sentra,2017,11837.0,gray,tennessee
1416,12700,nissan,door,2017,17738.0,black,tennessee
1417,15600,nissan,sport,2019,27206.0,white,minnesota
1418,18900,nissan,rogue,2019,20508.0,silver,minnesota
1419,15700,nissan,sport,2019,24987.0,blue,minnesota
1420,14600,nissan,rogue,2016,31566.0,gray,virginia
1421,12000,nissan,sentra,2019,25261.0,gray,minnesota
1422,12500,nissan,door,2017,48765.0,blue,pennsylvania
1423,15900,nissan,rogue,2019,30645.0,silver,minnesota
1424,11800,nissan,door,2017,60158.0,red,pennsylvania
1425,9900,nissan,versa,2019,39985.0,blue,minnesota
1426,10600,nissan,sentra,2018,39208.0,black,minnesota
1427,10100,nissan,sentra,2018,45080.0,black,minnesota
1428,13300,nissan,sport,2018,39247.0,gray,minnesota
1429,10100,nissan,sentra,2018,46382.0,white,minnesota
1430,10300,nissan,sentra,2018,39893.0,black,minnesota
1431,10300,nissan,sentra,2018,41203.0,gray,minnesota
1432,10300,nissan,sentra,2018,40648.0,blue,minnesota
1433,10400,nissan,sentra,2018,38761.0,gray,minnesota
1434,10200,nissan,sentra,2018,42838.0,gray,minnesota
1435,9500,nissan,versa,2018,41557.0,blue,minnesota
1436,10500,nissan,sentra,2018,41136.0,black,minnesota
1437,10500,nissan,sentra,2018,41141.0,silver,minnesota
1438,3500,nissan,door,2016,115716.0,blue,pennsylvania
1439,9300,nissan,versa,2018,52260.0,black,minnesota
1440,14100,nissan,rogue,2016,22041.0,silver,pennsylvania
1441,11000,nissan,rogue,2016,37605.0,black,pennsylvania
1442,15100,nissan,rogue,2017,28079.0,gray,south carolina
1443,19500,nissan,door,2017,53155.0,gray,south carolina
1444,6500,nissan,door,2014,65620.0,white,pennsylvania
1445,11800,nissan,door,2012,92878.0,gray,pennsylvania
1446,14200,nissan,rogue,2018,37830.0,black,ohio
1447,16000,nissan,sport,2018,30409.0,black,ohio
1448,14300,nissan,sport,2018,44864.0,gray,ohio
1449,11900,nissan,sentra,2018,16778.0,gray,ohio
1450,15000,nissan,rogue,2019,34692.0,gray,florida
1451,15200,nissan,rogue,2019,30721.0,gray,florida
1452,18000,nissan,door,2017,53376.0,black,ohio
1453,3800,nissan,door,2015,81699.0,blue,texas
1454,11400,nissan,sentra,2018,10372.0,blue,illinois
1455,3500,nissan,sentra,2017,127780.0,gray,illinois
1456,13400,nissan,rogue,2016,46178.0,black,illinois
1457,13900,nissan,rogue,2018,35493.0,black,florida
1458,13900,nissan,rogue,2018,37073.0,gray,florida
1459,13900,nissan,rogue,2018,38760.0,white,florida
1460,13900,nissan,rogue,2018,35065.0,gray,florida
1461,13900,nissan,rogue,2018,39797.0,black,florida
1462,13900,nissan,rogue,2018,36207.0,black,florida
1463,13900,nissan,rogue,2018,38563.0,black,florida
1464,13900,nissan,rogue,2018,39885.0,silver,florida
1465,13900,nissan,rogue,2018,34547.0,white,florida
1466,3700,nissan,door,2015,75858.0,silver,illinois
1467,9200,nissan,versa,2018,33808.0,black,florida
1468,9200,nissan,versa,2018,33931.0,black,florida
1469,11100,nissan,sentra,2019,40359.0,black,north carolina
1470,13900,nissan,rogue,2018,44313.0,white,florida
1471,9100,nissan,versa,2018,33078.0,black,florida
1472,13900,nissan,rogue,2018,42502.0,black,florida
1473,9200,nissan,versa,2018,39577.0,silver,florida
1474,9200,nissan,versa,2018,41220.0,black,florida
1475,13900,nissan,rogue,2018,41539.0,black,florida
1476,9500,nissan,sentra,2019,19646.0,black,california
1477,13900,nissan,rogue,2018,39924.0,white,florida
1478,13900,nissan,rogue,2018,40259.0,gray,florida
1479,10400,nissan,sentra,2019,25264.0,blue,california
1480,9200,nissan,versa,2018,35677.0,black,florida
1481,7400,nissan,versa,2019,35511.0,black,california
1482,9200,nissan,versa,2018,33027.0,black,florida
1483,7800,nissan,versa,2019,23609.0,red,california
1484,9200,nissan,versa,2018,34553.0,silver,florida
1485,9200,nissan,versa,2018,31594.0,silver,florida
1486,9200,nissan,versa,2018,32557.0,black,florida
1487,9200,nissan,versa,2018,31371.0,silver,florida
